<META>
author:Youppie Arliansyah
email:youppie@gmail.com
tanggal_dibuat:2010-11-17
nama_file:wilayah.txt
deskripsi:Data Wilayah (Propinsi, Kabupaten, Kecamatan) Indonesia, sumber data diambil dari sumbangan Wida Sari dari file group ID-PHP
kegunaan:Demo
lokasi:data/wilayah.txt
primary_key:kode_wilayah
sifat_tabel:master;hirarki
17.05.03.0000;TALO
17.05.04.0000;SEMIDANG ALAS
17.05.05.0000;SEMIDANG ALAS MARAS
17.06.01.0000;KINAL
17.06.02.0000;TANJUNG KEMUNING
17.06.03.0000;KAUR UTARA
17.06.04.0000;KAUR TENGAH 
17.06.05.0000;KAUR SELATAN
17.06.06.0000;MAJE
17.06.07.0000;NASAL
17.07.01.0000;LEBONG UTARA
17.07.02.0000;LEBONG ATAS
17.07.03.0000;LEBONG TENGAH
17.07.04.0000;LEBONG SELATAN
17.07.05.0000;RIMBO PENGADANG
17.08.01.0000;BERMANI ILIR
17.08.02.0000;UJAN MAS
17.08.03.0000;TEBAT KARAI
17.08.04.0000;KEPAHIANG
17.71.01.0000;SELEBAR
17.71.02.0000;GADING CEMPAKA
17.71.03.0000;TELUK SEGARA
17.71.04.0000;MUARA BANGKA HULU
34.01.01.0000;TEMON
34.01.02.0000;WATES
34.01.03.0000;PANJATAN
34.01.04.0000;GALUR
34.01.05.0000;LENDAH
34.01.06.0000;SENTOLO
34.01.07.0000;PENGASIH
34.01.08.0000;KOKAP
34.01.09.0000;GIRIMULYO
34.01.10.0000;NANGGULAN
34.01.11.0000;SAMIGALUH
34.01.12.0000;KALIBAWANG
34.02.01.0000;SRANDAKAN
34.02.02.0000;SADEN
34.02.03.0000;KRETEK
34.02.04.0000;PUNDONG
34.02.05.0000;BAMBANG LIPURO
34.02.06.0000;PANDAK
34.02.07.0000;PAJANGAN
34.02.08.0000;BANTUL
34.02.09.0000;JETIS
34.02.10.0000;IMOGIRI
34.02.11.0000;DLINGO
34.02.12.0000;BANGUNTAPAN
34.02.13.0000;PLERET
34.02.14.0000;PIYUNGAN
34.02.15.0000;SEWON
34.02.16.0000;KASIHAN
34.02.17.0000;SEDAYU
34.03.01.0000;WONOSARI
34.03.02.0000;NGLIPAR
34.03.03.0000;PLAYEN
34.03.04.0000;PATUK
34.03.05.0000;PALIYAN
34.03.06.0000;PANGGANG
34.03.07.0000;TEPUS
34.03.08.0000;SEMANU
34.03.09.0000;KARANGMOJO
34.03.10.0000;PONJONG
34.03.11.0000;RONGKOP
34.03.12.0000;SEMIN
34.03.13.0000;NGAWEN
34.03.14.0000;GEDANGSARI
34.03.15.0000;SAPTOSARI
34.03.16.0000;GIRISUBO
34.03.17.0000;TANJUNGSARI
34.03.18.0000;PURWOSARI
91.07.08.0000;M  A  S  N  I
91.07.09.0000;P  R  A  F  I
91.07.10.0000;MENYAMBOUW
91.07.11.0000;S U R U R E Y
91.08.01.0000;YAPEN SELATAN
91.08.02.0000;YAPEN BARAT
91.08.03.0000;YAPEN TIMUR
91.08.04.0000;ANGKAISERA
91.08.05.0000;P O O M
91.09.01.0000;BIAK  KOTA
91.09.02.0000;BIAK UTARA
91.09.03.0000;BIAK TIMUR
91.09.04.0000;NUMFOR  BARAT
91.09.05.0000;NUMFOR TIMUR
91.09.06.0000;BIAK BARAT
91.09.07.0000;W  A  R  S  A
91.09.08.0000;P A D A I D O
91.09.09.0000;YENDIDORI
91.09.10.0000;S A M O F A
91.10.01.0000;M U L I A
91.10.02.0000;I L A G A
91.10.03.0000;I  L  U
91.10.04.0000;S I N A K
91.10.05.0000;B E O G A
91.10.06.0000;F  A  W  I
91.11.01.0000;PANIAI TIMUR
91.11.02.0000;PANIAI BARAT
91.11.03.0000;A R A D I D E
91.11.04.0000;T  I  G  I
91.11.05.0000;H O M E Y O
91.11.06.0000;S U G A P A
91.11.07.0000;B I B I D A
91.11.08.0000;BOGOBAIDA
91.11.09.0000;TIGI TIMUR
91.11.10.0000;BIANDOGA
91.11.11.0000;A G I S I G A
91.12.01.0000;MIMIKA  BARU
91.12.02.0000;AGIMUGA
91.12.03.0000;MIMIKA TIMUR
91.12.04.0000;MIMIKA BARAT
91.12.05.0000;J  I  T  A
91.12.06.0000;J  I  L  A
91.12.07.0000;A Y U K A
91.12.08.0000;MIMIKA TENGAH
91.12.09.0000;KUALA KENCANA
91.12.10.0000;TEMBAGAPURA
91.12.11.0000;MIMIKA BARAT JAUH
91.12.12.0000;MIMIKA BARAT TENGAH
91.13.01.0000;SARMI
91.13.02.0000;MAMBERAMO HILIR
91.13.03.0000;MAMBERAMO TENGAH
91.13.04.0000;MEMBERAMO HULU
91.13.05.0000;BONGGO
91.13.06.0000;PANTAI TIMUR
91.13.07.0000;TOR ATAS
91.13.08.0000;PANTAI BARAT
91.14.01.0000;W A R I S
91.14.02.0000;A R S O
91.14.03.0000;SENGGI
91.14.04.0000;W   E  B
91.14.05.0000;SKAMTO
91.15.01.0000;TEMINABUAN
91.15.02.0000;A I T I N Y O
91.15.03.0000;AYAMARU
91.15.04.0000;INANWATAN
91.15.05.0000;A  I  F  A  T
91.15.06.0000;S A W I A T
91.15.07.0000;M  A  R  E
91.15.08.0000;AFIAT TIMUR
91.15.09.0000;KOKODA
91.15.10.0000;MOSWAREN
91.16.01.0000;MISOOL
91.16.02.0000;WAIGEO UTARA
91.16.03.0000;WAIGEO SELATAN
91.16.04.0000;SAMATE
91.16.05.0000;KEPULAUAN AYAU
91.16.06.0000;MISOOL TIMUR SELATAN
91.16.07.0000;WAIGEO BARAT 
91.16.08.0000;TELUK MAYAILIBIT
91.17.01.0000;OKSIBIL
91.17.02.0000;KIWIROK
91.17.03.0000;OKBIBAB
91.17.04.0000;I  W  U  R
91.17.05.0000;B A T O M
91.17.06.0000;B O R M E
91.18.01.0000;KURIMA
91.18.02.0000;A N G G R U K
91.18.03.0000;NINIA
91.19.01.0000;KARUBAGA
91.19.02.0000;BOKONDINI
91.19.03.0000;KANGGIME
91.19.04.0000;K E M B U
91.20.01.0000;WAROPEN BAWAH
91.20.02.0000;WAROPEN ATAS
91.20.03.0000;MASIREI
91.21.01.0000;KAIMANA
91.21.02.0000;TELUK ARGUNI
91.21.03.0000;TELUK ETNA
91.21.04.0000;BURUWAY
91.22.01.0000;MANDOBO
91.22.02.0000;MINDIPTANA
91.22.03.0000;WAROPKO
91.22.04.0000;K O U H
91.22.05.0000;J  A  I  R
91.22.06.0000;BOMAKIA
91.23.01.0000;OBAA
91.23.02.0000;A S S U E
91.23.03.0000;CITAK MITAK
91.23.04.0000;E D E R A
91.23.05.0000;MAMBIOMAN BAPAI
91.23.06.0000;H  A  J  U
91.24.01.0000;AGATS
91.24.02.0000;PANTAI KASUARI
91.24.03.0000;SAWA ERMA
91.24.04.0000;A T S Y
91.24.05.0000;F A Y I T 
91.24.06.0000;A  K  A  T
91.24.07.0000;SUATOR
91.25.01.0000;SUPIORI SELATAN
91.25.02.0000;SUPIORI UTARA
91.25.03.0000;SUPIORI TIMUR
91.25.04.0000;ARANDAY
91.26.01.0000;W A S I O R
91.26.02.0000;WINDESI
91.71.01.0000;JAYAPURA UTARA
91.71.02.0000;JAYAPURA SELATAN
91.71.03.0000;ABEPURA
91.71.04.0000;MUARA TAMI
91.72.01.0000;SORONG TIMUR
91.72.02.0000;SORONG BARAT
14.01.01.0000; BANGKINANG
14.01.02.0000;KAMPAR
14.01.03.0000; TAMBANG
14.01.04.0000; XIII KOTO KAMPAR
14.01.05.0000; BANGKINANG BARAT
14.01.06.0000; SIAKHULU
14.01.07.0000; KAMPARKIRI
14.01.08.0000;KAMPAR KIRI HILIR
14.01.09.0000;KAMPAR KIRI HULU
14.01.10.0000; TAPUNG
14.01.11.0000; TAPUNG KIRI
14.01.12.0000;TAPUNG HILIR
14.01.13.0000;TAPUNG HULU
14.02.01.0000;RENGAT
14.02.02.0000;RENGAT BARAT
14.02.03.0000;KELAYANG
14.02.04.0000;PASIRPENYU
14.02.05.0000;PERANAP
14.02.06.0000;SIBERIDA
14.02.07.0000;BATANG CENAKU
14.02.08.0000;BATANG GANGSAL
14.02.09.0000;LIRIK
34.04.01.0000;GAMPING
34.04.02.0000;GODEAN
34.04.03.0000;MOYUDAN
34.04.04.0000;MINGGIR
34.04.05.0000;SEYEGAN
34.04.06.0000;MLATI
34.04.07.0000;DEPOK
34.04.08.0000;BERBAH
34.04.09.0000;PRAMBANAN
34.04.10.0000;KALASAN
34.04.11.0000;NGEMPLAK
34.04.12.0000;NGAGLIK
34.04.13.0000;SLEMAN
34.04.14.0000;TEMPEL
34.04.15.0000;TURI
34.04.16.0000;PAKEM
34.04.17.0000;CANGKRINGAN
34.71.01.0000;TEGALREJO
34.71.02.0000;JETIS
34.71.03.0000;GONDOKUSUMAN
34.71.04.0000;DANUREJAN
34.71.05.0000;GEDONGTENGEN
34.71.06.0000;NGAMPILAN
34.71.07.0000;WIROBRAJAN
34.71.08.0000;MANTRIJERON
34.71.09.0000;KRATON
34.71.10.0000;GONDOMANAN
34.71.11.0000;PAKUALAMAN
34.71.12.0000;MERGANGSAN
34.71.13.0000;UMBUL HARJO
34.71.14.0000;KOTA GEDE
31.71.01.0000;GAMBIR
31.71.02.0000;SAWAH BESAR
31.71.03.0000;KEMAYORAN
31.71.04.0000;SENEN
31.71.05.0000;CEMPAKA PUTIH
31.71.06.0000;MENTENG
31.71.07.0000;TANAH ABANG
31.71.08.0000;JOHAR BARU
31.72.01.0000;PENJARINGAN
31.72.02.0000;TANJUNG PRIOK
31.72.03.0000;KOJA
31.72.04.0000;CILINCING
31.72.05.0000;PADEMANGAN
31.72.06.0000;KELAPA GADING
31.73.01.0000;CENGKARENG
31.73.02.0000;GROGOL PETAMBURAN
31.73.03.0000;TAMAN SARI
31.73.04.0000;TAMBORA
31.73.05.0000;KEBON JERUK
31.73.06.0000;KALI DERES
31.73.07.0000;PALMERAH
31.73.08.0000;KEMBANGAN
31.74.01.0000;TEBET
31.74.02.0000;SETIA BUDI
31.74.03.0000;MAMPANG PRAPATAN
31.74.04.0000;PASAR MINGGU
31.74.05.0000;KEBAYORAN LAMA
31.74.06.0000;CILANDAK
31.74.07.0000;KEBAYORAN BARU
31.74.08.0000;PANCORAN 
31.74.09.0000;JAGAKARSA
31.74.10.0000;PESANGGRAHAN
31.75.01.0000;MATRAMAN
31.75.02.0000;PULO GADUNG
31.75.03.0000;JATINEGARA
31.75.04.0000;KRAMAT JATI
31.75.05.0000;PASAR REBO
31.75.06.0000;CAKUNG
31.75.07.0000;DUREN SAWIT
31.75.08.0000;MAKASSAR
31.75.09.0000;CIRACAS
31.75.10.0000;CIPAYUNG
31.76.01.0000;KEPULAUAN SERIBU UTARA
31.76.02.0000;KEPULAUAN SERIBU SELATAN
75.01.01.0000;LIMBOTO
92.15.07.0000;M  A  R  E
92.15.08.0000;AFIAT TIMUR
92.15.09.0000;KOKODA
92.15.10.0000;MOSWAREN
92.16.01.0000;MISOOL
92.16.02.0000;WAIGEO UTARA
92.16.03.0000;WAIGEO SELATAN
92.16.04.0000;SAMATE
92.16.05.0000;KEPULAUAN AYAU
92.16.06.0000;MISOOL TIMUR SELATAN
92.16.07.0000;WAIGEO BARAT 
92.16.08.0000;TELUK MAYAILIBIT
92.21.01.0000;KAIMANA
92.21.02.0000;TELUK ARGUNI
92.21.03.0000;TELUK ETNA
92.21.04.0000;BURUWAY
92.25.01.0000;BINTUNI
92.25.02.0000;B  A  B  O
92.25.03.0000;MERDEY
92.25.04.0000;ARANDAY
92.26.01.0000;W A S I O R
92.26.02.0000;WINDESI
92.72.01.0000;SORONG TIMUR
92.72.02.0000;SORONG BARAT
32.01.01.0000;CIBINONG
32.01.02.0000;GUNUNG PUTRI
32.01.03.0000;CITEUREUP
32.01.04.0000;SUKARAJA
32.01.05.0000;BABAKAN MADANG
32.01.06.0000;JONGGOL
32.01.07.0000;CILEUNGSI
32.01.08.0000;CARIU
32.01.09.0000;SUKAMAKMUR
32.01.10.0000;PARUNG
32.01.11.0000;GUNUNGSINDUR
32.01.12.0000;KEMANG
32.01.13.0000;BOJONG GEDE
32.01.14.0000;BOJONG GENTENG
32.01.15.0000;CIAMPEA
32.01.16.0000;CIBUNGBULANG
32.01.17.0000;PAMIJAHAN
32.01.18.0000;RUMPIN
32.01.19.0000;JASINGA
32.01.20.0000;PARUNG PANJANG
32.01.21.0000;NANGGUNG
32.01.22.0000;CIGUDEG
32.01.23.0000;TENJO
32.01.24.0000;CIAWI
32.01.25.0000;CISARUA
32.01.26.0000;MEGAMENDUNG
32.01.27.0000;CARINGIN
32.01.28.0000;CIJERUK
32.01.29.0000;CIOMAS
32.01.30.0000;DRAMAGA
32.01.31.0000;TAMAN SARI
32.01.32.0000;KLAPA NUNGGAL
32.01.33.0000;CISEENG
32.01.34.0000;RANCABUNGUR
32.01.35.0000;SUKAJAYA
32.01.36.0000;TANJUNG SARI
32.01.37.0000;TAJUR HALANG
32.01.38.0000;CIGOMBONG
32.01.39.0000;LEUWISADENG
32.01.40.0000;TENJOLAYA
32.02.01.0000;PELABUHAN RATU
32.02.02.0000;SIMPENAN
32.02.03.0000;CIKAKAK
32.02.04.0000;BANTAR GADUNG
32.02.05.0000;CISOLOK
32.02.06.0000;CIKIDANG
32.02.07.0000;LENGKONG
32.02.08.0000;JAMPANG TENGAH
32.02.09.0000;WARUNG KIARA
32.02.10.0000;CIKEMBAR
32.02.11.0000;CIBADAK
32.02.12.0000;NAGRAK
32.02.13.0000;PARUNG KUDA
32.02.15.0000;PARAKAN SALAK
32.02.16.0000;CICURUG
32.02.17.0000;CIDAHU
32.02.18.0000;KALAPA NUNGGAL
32.02.19.0000;KABANDUNGAN
32.02.20.0000;WALURAN
32.02.21.0000;JAMPANG KULON
32.02.22.0000;CIEMAS
32.02.23.0000;KALIBUNDER
32.02.24.0000;SURADE
32.02.25.0000;CIBITUNG
32.02.26.0000;CIRACAP
32.02.27.0000;GUNUNG GURUH
32.02.28.0000;CICANTAYAN
32.02.29.0000;CISAAT
32.02.30.0000;KADUDAMPIT
32.02.31.0000;CARINGIN
32.02.32.0000;SUKABUMI
32.02.33.0000;SUKARAJA
32.02.34.0000;KOBON PEDES
32.02.35.0000;CIREUNGHAS
32.02.36.0000;SUKALARANG
32.02.37.0000;PABUARAN
32.02.38.0000;PURABAYA
32.02.39.0000;NYALINDUNG
32.02.40.0000;GEGER BITUNG
32.02.41.0000;SAGARANTEN
32.02.42.0000;CURUG KEMBAR
32.02.43.0000;CIDOLOG
32.02.44.0000;CIDADAP
32.02.45.0000;TEGAL BULEUD
32.03.01.0000;CIANJUR
32.03.02.0000;WARUNGKODANG
32.03.03.0000;CIBEBER
32.03.04.0000;CILAKU
32.03.05.0000;CIRANJANG
32.03.06.0000;BOJONGPICUNG
32.03.07.0000;KARANGTENGAH
32.03.08.0000;MANDE
32.03.09.0000;SUKALUYU
32.03.10.0000;PACET
32.03.11.0000;CUGENANG
32.03.12.0000;CIKALONG KULON
32.03.13.0000;SUKARESMI
32.03.14.0000;SUKANAGARA
32.03.15.0000;CAMPAKA
32.03.16.0000;TAKOKAK
32.03.17.0000;KADUPANDAK
32.03.18.0000;PAGELARAN
32.03.19.0000;TANGGEUNG
32.03.20.0000;CIBINONG
32.03.21.0000;SINDANGBARANG
32.03.22.0000;AGRABINTA
32.03.24.0000;CIDAUN
32.03.25.0000;NARIGUL
32.03.26.0000;CAMPAKAMULYA
32.03.27.0000;CIKADU
32.04.01.0000;PADALARANG
32.04.02.0000;BATUJAJAR
32.04.03.0000;CIPATAT
32.04.04.0000;NGAMPRAH
32.04.05.0000;CILEUNYI
32.04.06.0000;CIMENYAN
32.04.07.0000;CILENGKRANG
32.04.08.0000;BOJONGSOANG
32.04.09.0000;MARGAHAYU
32.04.10.0000;MARGAASIH
32.04.11.0000;KATAPANG
32.04.12.0000;DAYEUHKOLOT
32.04.13.0000;BANJARAN
32.04.14.0000;PAMEUNGPEUK
32.04.15.0000;PANGALENGAN
32.04.16.0000;ARJASARI
32.04.17.0000;CIMAUNG
32.04.18.0000;CILILIN
32.04.19.0000;SINDANGKERTA
32.04.20.0000;CIPONGKOR
32.04.21.0000;GUNUNGHALU
32.04.22.0000;RONGGA
32.04.23.0000;CIKALONGWETAN
32.04.24.0000;CIPEUNDEUY
32.04.25.0000;CICALENGKA
32.04.26.0000;NAGREG
32.04.27.0000;RANCAEKEK
32.04.29.0000;CIPARAY
32.04.30.0000;PACET
32.04.31.0000;KERTASARI
32.04.32.0000;BALEENDAH
32.04.33.0000;MAJALAYA
32.04.34.0000;SOLOKANJERUK
32.04.35.0000;PASEH
32.04.36.0000;IBUN
32.04.37.0000;SOREANG
32.04.38.0000;PASIRJAMBU
32.04.39.0000;CIWIDEY
32.04.40.0000;RANCABALI
32.04.41.0000;LEMBANG
32.04.42.0000;CISARUA
32.04.43.0000;PARONGPONG
32.05.01.0000;GARUT KOTA
32.05.02.0000;KARANGPAWITAN
32.05.03.0000;WANARAJA
32.05.04.0000;TAROGONG KALER
32.05.05.0000;TAROGONG KIDUL
32.05.06.0000;BANYURESMI
32.05.07.0000;SAMARANG
32.05.08.0000;PASIRWANGI
32.05.09.0000;LELES
32.05.10.0000;KADUNGORA
32.05.11.0000;LEUWIGOONG
32.05.12.0000;CIBATU
32.05.13.0000;KERSAMANAH
32.05.14.0000;MALANGBONG
32.05.15.0000;SUKAWENING
32.05.16.0000;KARANGTENGAH
32.05.17.0000;BAYONGBONG
32.05.18.0000;CIGEDUG
32.05.19.0000;CILAWU
32.05.20.0000;CISURUPAN
32.05.21.0000;SUKARESMI
32.05.22.0000;CIKAJANG
32.05.23.0000;BANJARWANGI
32.05.24.0000;SINGAJAYA
32.05.25.0000;CIHURIP
32.05.26.0000;PEUNDEUY
32.05.27.0000;PAMEUNGPEUK
32.05.28.0000;CISOMPET
32.05.29.0000;CIBALONG
32.05.30.0000;CIKELET
32.05.31.0000;BUNGBULANG
32.05.32.0000;MEKARMUKTI
32.05.33.0000;PAKENJENG
32.05.34.0000;PAMULIHAN
32.05.35.0000;CISEWU
32.05.36.0000;CARINGIN
32.05.37.0000;TALEGONG
32.05.38.0000;BALUBUR LIMBANGAN
32.05.39.0000;SELAAWI
32.05.40.0000;CIBIUK
32.06.01.0000;CIPATUJAH
32.06.02.0000;KARANGNUNGGAL
32.06.03.0000;CIKALONG
32.06.04.0000;PANCATENGAH
32.06.05.0000;CIKATOMAS
32.06.06.0000;CIBALONG
32.06.07.0000;PARUNGPONTENG
32.06.08.0000;BANTARKALONG
32.06.09.0000;BOJONGASIH
32.06.10.0000;CULAMEGA
32.06.11.0000;BOJONGGAMBIR
32.06.12.0000;SODONGHILIR
32.06.13.0000;TARAJU
32.06.14.0000;SALAWU
32.06.15.0000;PUSPAHIANG
32.06.16.0000;TANJUNGJAYA
32.06.17.0000;SUKARAJA
32.06.18.0000;SALOPA
32.06.19.0000;JATIWARAS
32.06.20.0000;CINEAM
32.06.21.0000;KARANG JAYA
32.06.22.0000;MANONJAYA
32.06.23.0000;GUNUNG TANJUNG
32.06.24.0000;SINGAPARNA
32.06.25.0000;MANGUNREJA
32.06.26.0000;SUKARAME
32.06.27.0000;CIGALONTANG
32.06.28.0000;LEUWISARI
32.06.29.0000;PADAKEMBANG
32.06.30.0000;SARIWANGI
32.06.31.0000;SUKARATU
32.06.32.0000;CISAYONG
32.06.33.0000;SUKAHENING
32.06.34.0000;RAJAPOLAH
32.06.35.0000;JAMANIS
32.06.36.0000;CIAWI
32.06.37.0000;KADIPATEN
32.06.38.0000;PAGERAGEUNG
32.06.39.0000;SUKARESIK
32.07.01.0000;CIAMIS
32.07.03.0000;CIKONENG
32.07.04.0000;CIJEUNGJING
32.07.02.0000;SADANANYA
32.07.06.0000;CIDOLOG
32.07.09.0000;KAWALI
32.07.07.0000;PANUMBANGAN
32.07.08.0000;PANJALU
32.07.10.0000;PANAWANGAN
32.07.11.0000;CIPAKU
32.07.12.0000;JATINAGARA
32.07.13.0000;RAJADESA
32.07.14.0000;SUKADANA
32.07.15.0000;RANCAH
32.07.16.0000;LAKBOK
32.07.18.0000;BANJARSARI
32.07.19.0000;PAMARICAN
32.07.20.0000;PADAHERANG
32.07.21.0000;KALIPUCANG
32.07.22.0000;PANGANDAARAN
32.07.23.0000;SIDAMULYA
32.07.24.0000;PARIGI
32.07.25.0000;CIJULANG
32.07.26.0000;CIMERAK
32.07.27.0000;CIGUGUR
32.07.28.0000;LANGKAP LANCAR
32.07.29.0000;CIMARAGAS
32.07.30.0000;CISAGA
32.08.01.0000;KADUGEDE
32.08.02.0000;CINIRU
32.08.03.0000;SUBANG
32.08.04.0000;CIWARU
32.08.05.0000;CIBINGBIN
32.08.06.0000;LURAGUNG
32.08.07.0000;LEMBAKWANGI
32.08.08.0000;GARAWANGI
32.08.09.0000;KUNINGAN
32.08.10.0000;CIAWIGEBANG
32.08.11.0000;CIDAHU
32.08.12.0000;JALAKSANA
32.08.13.0000;CILIMUS
32.08.14.0000;MANDIRANCAN
32.08.15.0000;SELAJAMBE
32.08.16.0000;KRAMATMULYA
32.08.17.0000;DARMA
32.08.18.0000;CIGUGUR
32.08.19.0000;PASAWAHAN
32.08.20.0000;NUSAHERANG
32.08.21.0000;CIPICUNG
32.08.22.0000;PANCALANG
32.08.23.0000;JAPARA
32.08.24.0000;CIMAHI
32.08.25.0000;CILEBAK
32.08.26.0000;HANTARA
32.08.27.0000;KALIMANGGIS
32.08.28.0000;CIBEUREUM
32.08.29.0000;KARANGKANCANA
32.09.01.0000;WALED
32.09.02.0000;CILEDUG
32.09.03.0000;LOSARI
32.09.04.0000;PABEDILAN
32.09.05.0000;BABAKAN
32.09.06.0000;KARANGSEMBUNG
32.09.07.0000;LEMAHABANG
32.09.08.0000;SUSUKAN LEBAK
32.09.09.0000;SEDONG
32.09.10.0000;ASTANAJAPURA
32.09.11.0000;PANGENAN
32.09.12.0000;MUNDU
32.09.13.0000;BEBER
32.09.14.0000;CIREBON SELATAN
32.09.15.0000;SUMBER
32.09.16.0000;DUKUPUNTANG
32.09.17.0000;PALIMANAN
32.09.18.0000;PLUMBON
32.09.19.0000;WERU
32.09.20.0000;CIREBON BARAT
32.09.21.0000;CIREBON UTARA
32.09.22.0000;KAPETAKAN
32.09.23.0000;KLANGENAN
32.09.24.0000;ARJAWINANGUN
32.09.25.0000;PANGRAGAN
32.09.26.0000;CIWARINGIN
32.09.27.0000;SUSUKAN
32.09.28.0000;GEGESIK
32.09.29.0000;KALIWEDI
32.09.30.0000;GEBANG
32.09.31.0000;DEPOK
32.10.01.0000;LEUMAH SUGIH
32.10.02.0000;BANTARUJEG
32.10.03.0000;CIKIJING
32.10.04.0000;TALAGA
32.10.05.0000;ARGAPURA
32.10.06.0000;M A J A
32.10.07.0000;MAJALENGKA
32.10.08.0000;SUKAHAJI
32.10.09.0000;RAJAGALUH
32.10.10.0000;LEUWIMUNDING
32.10.11.0000;JATIWANGI
32.10.12.0000;DAWUAN
32.10.13.0000;KADIPATEN
32.10.14.0000;KERTAJATI
32.10.15.0000;JATITUJUH
32.10.16.0000;LIGUNG
32.10.17.0000;SUMBERJAYA
32.10.18.0000;PANYINGKIRAN
32.10.19.0000;PALASAH
32.10.20.0000;CIGASONG
32.10.21.0000;SINDANGWANGI
32.10.22.0000;BANJARAN
32.10.23.0000;CINGAMBUL
32.11.01.0000;WADO
32.11.02.0000;JATINUNGGAL
32.11.03.0000;DARMARAJA
32.11.04.0000;CIBUGEL
32.11.05.0000;CISITU
32.11.06.0000;SITURAJA
32.11.07.0000;CONGGEANG
32.11.08.0000;PASEH
32.11.09.0000;SURIAN
32.11.10.0000;BUAHDUA
32.11.11.0000;TANJUNGSARI
32.11.12.0000;SUKASARI
32.11.13.0000;PAMULIHAN
32.11.14.0000;CIMANGGUNG
32.11.15.0000;JATINANGOR
32.11.16.0000;RANCAKALONG
32.11.17.0000;SUMEDANG SELATAN
32.11.18.0000;SUMEDANG UTARA
32.11.19.0000;GANEAS
32.11.20.0000;TANJUNGKERTA
32.11.21.0000;TANJUNGMEDAR
32.11.22.0000;CIMALAKA
32.11.23.0000;CISARUA
32.11.24.0000;TOMO
32.11.25.0000;UJUNGJAYA
32.11.26.0000;JATIGEDE
32.12.01.0000;HAURGEULIS
32.12.02.0000;KROYA
32.12.03.0000;GABUS WETAN
32.12.04.0000;CIKEDUNG
32.12.05.0000;LELEA
32.12.06.0000;BANGODUA
32.12.07.0000;WIDASARI
32.12.08.0000;KERTASMAYA
32.12.09.0000;KRANGKENG
32.12.10.0000;KARANGAMPEL
32.12.11.0000;JUNTINYUAT
32.12.12.0000;SLIYEG
32.12.13.0000;JATIBARANG
32.12.14.0000;BALONGAN
32.12.15.0000;INDRAMAYU
32.12.16.0000;BONGAS
32.12.17.0000;CANTIGI
32.12.18.0000;LOHBENER
32.12.19.0000;ANJATAN
32.12.20.0000;SUKRA
32.12.21.0000;KANDANGHAUR
32.13.01.0000;SAGALAHERANG
32.13.02.0000;CISALAK
32.13.03.0000;SUBANG
32.13.04.0000;KALIJATI
32.13.05.0000;PABUARAN
32.13.06.0000;PURWADADI
32.13.07.0000;PAGADEN
32.13.08.0000;BINONG
32.13.09.0000;CIASEM
32.13.10.0000;PUSAKANAGARA
32.13.11.0000;PAMANUKAN
32.13.12.0000;JALANCAGAK
32.13.13.0000;BLANAKAN
32.13.14.0000;TANJUNGSIANG
32.13.15.0000;COMPRENG
32.13.16.0000;PATOKBEUSI
32.13.17.0000;CIBOGO
32.13.18.0000;CIPUNAGARA
32.13.19.0000;CIJAMBE
32.13.20.0000;CIPEUNDEUY
32.13.21.0000;LEGONKULON
32.13.22.0000;CIKAUM
32.14.01.0000;PURWAKARTA
32.14.02.0000;CAMPAKA
32.14.03.0000;JATILUHUR
32.14.04.0000;PLERED
32.14.05.0000;SUKATANI
32.14.06.0000;DARANGDAN
32.14.07.0000;MANIIS
32.14.08.0000;TEGALWARU
32.14.09.0000;WANAYASA
32.14.10.0000;PASAWAHAN
32.14.11.0000;BOJONG
32.14.12.0000;BABAKANCIKAO
32.14.13.0000;BUNGURSARI
32.14.14.0000;CIBATU
32.14.15.0000;SUKASARI
32.14.16.0000;PONDOKSALAM
32.14.17.0000;KIARAPEDES
32.15.01.0000;KARAWANG
32.15.02.0000;PANGKALAN
32.15.03.0000;TELUKJAMBE
32.15.04.0000;CIAMPEL
32.15.05.0000;KLARI
32.15.06.0000;RENGASDENGKLOK
32.15.07.0000;KUTAWALUYA
32.15.08.0000;BATUJAYA
32.15.09.0000;TIRTAJAYA
32.15.10.0000;PEDES
32.15.11.0000;CIBUAYA
32.15.12.0000;PAKISJAYA
32.15.13.0000;CIKAMPEK
32.15.14.0000;JATISARI
32.15.15.0000;CILAMAYA WETAN
32.15.16.0000;TIRTAMULYA
32.15.17.0000;TALAGASARI
32.15.18.0000;RAWAMERTA
32.15.19.0000;LEMAHABANG
32.15.20.0000;TEMPURAN
32.15.21.0000;MAJALAYA
32.15.22.0000;JAYAKERTA
32.15.23.0000;CILAMAYA KULON
32.15.24.0000;BANYUSARI
32.15.25.0000;KOTABARU
32.16.01.0000;TARUMAJAYA
32.16.02.0000;BABELAN
32.16.03.0000;SUKAWANGI
32.16.04.0000;TAMBELANG
32.16.05.0000;TAMBUN UTARA
32.16.06.0000;TAMBUN SELATAN
32.16.07.0000;CIBITUNG
32.16.08.0000;CIKARANG BARAT
32.16.09.0000;CIKARANG UTARA
32.16.10.0000;KARANG BAHAGIA
32.16.11.0000;CIKARANG TIMUR
32.16.12.0000;KEDUNGWARINGIN
32.16.13.0000;PEBAYURAN
32.16.14.0000;SUKAKARYA
32.16.15.0000;SUKATANI
32.16.16.0000;CABANGBUNGIN
32.16.17.0000;MUARAGEMBONG
32.16.18.0000;SETU
